"Code d'organisme";"Nom d'organisme officiel";"Code organisme responsable";"Adresse de courrier electronique";"Adresse de site WEB";"Ordre d'appartenance";"Réseau d'enseignement";"Type d'organisme";"Numéro de téléphone";"Numéro de poste téléphone";"Numéro de télécopieur";"Nom du directeur";"Prénom du directeur";"Appellation";"Titre de l'intervenant";"Circonscription électorale provinciale";"Code postal de l'adresse géographique";"Numéro - nom de rue et casier postal de l'adresse postale";"Région administrative";"Latitude";"Longitude";"Municipalité de l'adresse géographique";"Français";"Anglais";
"927002";"Centre matapédien d'études collégiales (Cégep de Matane)";"927000";"information@cegep-matane.qc.ca";"www.cegep-matane.qc.ca";"32";"Public";"Centre d'enseignement";"4185621240";"";"(418) 566-2115";"";"";"";"";"72";"G4W1L1";"616, avenue Saint-Rédempteur";"1";"48.837";"-67.567";"48";"Oui";"Non";
"901002";"Centre matapédien d'études collégiales (Cégep de Rimouski)";"901000";"cmec1@cemec.qc.ca";"www.cemec.qc.ca/";"32";"Public";"Centre d'enseignement";"4186294190";"";"(418) 629-3114";"Chrétien";"3";"Mme.";"Directrice du Centre matapédien d'études collégiales";"72";"G5J3P6";"92, rue Desbiens";"1";"48.472";"-67.433";"Amqui";"Oui";"Non";
"872316";"Centre Monseigneur-Côté";"872000";"ceavicto@csbf.qc.ca";"www.csbf.qc.ca/ecoles/s01_ecole016.asp?ecoleID=53";"16";"Public";"Centre éducation des adultes";"8193572116";"";"(819) 357-5397";"Renaud";"Céline";"Mme.";"";"5";"G6P6P3";"38, rue Laurier Ouest";"17";"46.047";"-71.913";"24";"Oui";"Oui";
"887255";"Centre Mountainview";"887000";"mountainview@emsb.qc.ca";"";"4";"Public";"École";"5144833477";"";"(514) 483-3492";"Talevi";"Michael (Interim)";"M.";"Directeur";"30";"H4W1R1";"7450, chemin de la Côte-Saint-Luc";"6";"45.479";"-73.659";"0";"Non";"Oui";
"851305";"Centre multiservice de Sainte-Thérèse";"851000";"";"www.cssmi.qc.ca/cms/";"16";"Public";"Centre éducation des adultes";"4504335432";"";"(450) 433-5465";"Crevier";"Carole";"Mme.";"";"40";"J7E5A4";"125, rue Beauchamp";"15";"45.638";"-73.841";"56";"Oui";"Oui";
"842301";"Centre multiservice des Samares";"842000";"sylvie.chayer@cssamares.qc.ca";"www.cssamares.qc.ca";"16";"Public";"Centre éducation des adultes";"4507583531";"";"(450) 758-3631";"43";"30";"M.";"Directeur du Centre multiservice";"51";"J6E5P3";"455, boulevard Base-de-Roc";"14";"46.046";"-73.453";"42";"Oui";"Oui";
"842401";"Centre multiservice des Samares";"842000";"sylvie.chayer@cssamares.qc.ca";"www.cssamares.qc.ca";"8";"Public";"Centre de formation prof.";"4507583531";"";"(450) 758-3631";"43";"30";"M.";"Directeur du Centre multiservice";"51";"J6E5P3";"455, boulevard Base-de-Roc";"14";"46.046";"-73.453";"42";"Oui";"Non";
"824434";"Centre national de conduite d'engins de chantier";"824000";"cncec@csnavigateurs.qc.ca";"www.csdn.qc.ca/cfp/cncec/default.htm";"8";"Public";"Centre de formation prof.";"4188340311";"";"(418) 834-9201";"Paradis";"1";"M.";"Directeur";"27";"G6Z2L2";"1050, chemin Bélair Ouest Saint-Jean-Chrysostome";"12";"46.726";"-71.223";"8";"Oui";"Non";
"906090";"Centre national en électrochimie et en technologies environnementales inc.";"906000";"cnete@collegeshawinigan.qc.ca";"www.cnete.qc.ca/";"32";"Public";"Centre coll de transfert tech.";"8195398508";"";"(819) 539-8880";"Déziel";"26";"Mme.";"Directrice générale";"107";"G9N6V8";"2263, avenue du Collège C.P. 610";"4";"46.588";"-72.708";"19";"Non";"Non";
"771380";"Centre Nouvel-Horizon";"771000";"horizon@csdraveurs.qc.ca";"www.csdraveurs.qc.ca";"16";"Public";"Centre éducation des adultes";"8195619395";"";"(819) 561-2511";"Belleville";"Suzanne";"Mme.";"Directrice";"20";"J8T3H7";"100, rue de la Baie";"7";"45.476";"-75.676";"3";"Oui";"Oui";
"888306";"Centre PACC-Éducation aux adultes";"888000";"";"";"16";"Public";"Centre éducation des adultes";"5147985588";"";"(514) 364-1953";"Soldano";"Maggie";"Mme.";"Directrice de Centre";"67";"H8P1E5";"8300, rue George";"6";"45.426";"-73.601";"46";"Oui";"Oui";
"888401";"Centre PACC-Formation professionnelle";"888000";"";"";"8";"Public";"Centre de formation prof.";"5143636213";"";"(514) 363-5295";"Pedroso";"Paula";"Mme.";"Directeur";"67";"H8P1E5";"8310, rue George";"6";"45.426";"-73.601";"46";"Non";"Oui";
"762339";"Centre Pauline-Julien";"762000";"c-pjulien@csdm.qc.ca";"www.csdm.qc.ca/centre-saint-pascal-baylon";"16";"Public";"Centre éducation des adultes";"5147368105";"";"(514) 736-3526";"Chevrier";"Suzanne";"Mme.";"Directrice";"79";"H3S2A8";"6830, chemin de la Côte-des-Neiges";"6";"45.516";"-73.629";"0";"Oui";"Oui";
"395501";"Centre pédagogique Lucien-Guilbault inc.";"395500";"contact@cplg.qc.ca";"www.cplg.qc.ca";"2";"Privé";"Installation";"5143342189";"";"(514) 334-4402";"Raymond";"3";"Mme.";"Directrice générale";"2";"H3L3A8";"11015, rue Tolhurst";"6";"45.539";"-73.662";"0";"Oui";"Non";
"395502";"Centre pédagogique Lucien-Guilbault inc., section secondaire";"395500";"contact@cplg.qc.ca";"";"4";"Privé";"Installation";"5143342189";"";"(514) 334-4402";"Raymond";"3";"Mme.";"Directrice générale";"122";"H1Z3H1";"9300, boulevard Saint-Michel";"6";"45.585";"-73.652";"0";"Oui";"Non";
"852402";"Centre Performance Plus";"852000";"";"www.csrdn.qc.ca/pplus/";"8";"Public";"Centre de formation prof.";"4505667587";"";"(450) 562-7722";"Lachaine";"Marc-André";"M.";"Directeur";"4";"J8H1W9";"462, avenue d'Argenteuil";"15";"45.652";"-74.334";"45";"Oui";"Non";
"782438";"Centre Polymétier";"782000";"cpoly@csrn.qc.ca";"www.cpcsrn.qc.ca/";"8";"Public";"Centre de formation prof.";"8197628161";"1038";"(819) 764-7174";"Chiasson";"2";"Mme.";"Directrice du centre de formation professionnelle";"99";"J9X2C5";"70, rue des Oblats Est C.P. 908";"8";"48.238";"-79.02";"26";"Oui";"Non";
"053501";"Centre psycho-pédagogique de Québec inc. (École St-François)";"053500";"adm@cppq.qc.ca";"www.cppq.qc.ca";"6";"Privé";"Installation";"4186501171";"";"(418) 650-1145";"Trudel";"3";"Mme.";"Directrice générale";"49";"G1V3Z6";"1000, rue du Joli-Bois";"3";"46.791";"-71.264";"1";"Oui";"Non";
"932005";"Centre québécois de formation aéronautique";"932002";"cqfa@cchic.ca";"www.cqfa.ca";"32";"Public";"Centre d'enseignement";"4186733421";"";"(418) 673-3950";"19";"31";"M.";"Directeur";"33";"G0V1L0";"1, rue de l'Aéroport";"2";"46.819";"-71.969";"STHonoré";"Oui";"Non";
"043600";"Centre régional d'éducation des adultes Kitci-Amik";"";"";"www.cdrhpnq.qc.ca/index.html";"16";"Gouvernemental";"École gouvernementale";"8197362363";"";"(819) 736-2345";"Adam";"23";"M.";"Directeur";"0";"J0Y3M0";"1030 boul. Cicip";"8";"48.229";"-77.933";"Lac-Simon";"Oui";"Oui";
"044600";"Centre régional d'éducation pour adultes Kahnawake";"";"";"";"16";"Gouvernemental";"École gouvernementale";"5142084527";"";"";"Labelle";"9";"Mme.";"Directrice";"80";"J0L1B0";"Boîte postale 1679";"6";"45.493";"-73.353";"Kahnawake";"Non";"Oui";
"045600";"Centre régional d'éducation pour adultes Listuguj";"";"";"";"16";"Gouvernemental";"École gouvernementale";"4187881347";"";"";"33";"Cathy";"Mme.";"Directrice adjointe et responsable du Campus de Listuguj";"13";"G0C2R0";"2, Promenade Pacific";"11";"48.611";"-64.303";"Listuguj";"Non";"Oui";
"761396";"Centre régional de formation à distance du Grand-Montréal";"761000";"";"www.cspi.qc.ca/distance/";"16";"Public";"Centre éducation des adultes";"5143533355";"";"(514) 353-6537";"4";"0";"M.";"Directeur";"3";"H1K3W7";"7741, rue Du Ronceray";"6";"45.614";"-73.547";"0";"Oui";"Oui";
"761496";"Centre régional de formation à distance du Grand-Montréal";"761000";"";"www.cspi.qc.ca/distance/";"8";"Public";"Centre de formation prof.";"5143533355";"";"(514) 353-6537";"4";"0";"M.";"Directeur";"3";"H1K3W7";"7741, rue Du Ronceray";"6";"45.614";"-73.547";"0";"Oui";"Non";
"866370";"Centre régional intégré de formation";"866000";"";"www.crif.csvdc.qc.ca";"16";"Public";"Centre éducation des adultes";"4503788544";"";"(450) 378-9585";"Desruisseaux";"34";"M.";"Directeur de centre";"39";"J2G4G3";"700, rue Denison Ouest";"16";"45.389";"-72.749";"16";"Oui";"Oui";
"866470";"Centre régional intégré de formation";"866000";"";"www.crif.csvdc.qc.ca";"8";"Public";"Centre de formation prof.";"4503788544";"";"(450) 378-9585";"Desruisseaux";"34";"M.";"Directeur de centre";"39";"J2G4G3";"700, rue Denison Ouest";"16";"45.389";"-72.749";"16";"Oui";"Non";
"762344";"Centre Sainte-Croix";"762000";"saintecroix@csdm.qc.ca";"www.csdm.qc.ca/stecroix/";"16";"Public";"Centre éducation des adultes";"5145964381";"";"(514) 596-4499";"Bouganim";"Beny";"M.";"Directrice";"61";"H2P1S6";"85, rue Jarry Ouest";"6";"45.617";"-73.562";"0";"Oui";"Oui";
"732163";"Centre Saint-Louis";"732000";"centre.st-louis@cscapitale.qc.ca";"www.centrestlouis.com/";"4";"Public";"École";"4186864040";"6300";"(418) 847-7255";"3";"35";"Mme.";"Directrice";"24";"G2B1E6";"262, rue Racine";"3";"46.847";"-71.341";"1";"Oui";"Non";
"732363";"Centre Saint-Louis";"732000";"centre.st-louis@cscapitale.qc.ca";"www.centrestlouis.com/";"16";"Public";"Centre éducation des adultes";"4188477170";"";"(418) 847-7255";"Laberge";"9";"Mme.";"Directrice";"24";"G2B1E6";"262, rue Racine";"3";"46.847";"-71.341";"1";"Oui";"Oui";
"762358";"Centre Saint-Louis";"762000";"c-stlouis@csdm.qc.ca";"www.csdm.qc.ca/centresaintlouis/";"16";"Public";"Centre éducation des adultes";"5145965800";"";"(514) 596-5844";"Dutil";"35";"Mme.";"";"74";"H2W2L7";"4285, rue Drolet 3e étage";"6";"45.521";"-73.579";"0";"Oui";"Oui";
"752365";"Centre Saint-Michel";"752000";"saintmichel@csrs.qc.ca";"www.csrs.qc.ca/etablissements";"16";"Public";"Centre éducation des adultes";"8198225520";"16546";"(819) 822-4924";"Tourigny";"Carl";"M.";"Directeur";"110";"J1H1P4";"135, rue King Ouest";"5";"45.397";"-71.888";"5";"Oui";"Oui";
"762303";"Centre Saint-Paul";"762000";"c-stpaul@csdm.qc.ca";"www.csdm.qc.ca/st-paul/";"16";"Public";"Centre éducation des adultes";"5145964544";"";"(514) 596-4528";"Lecompte";"18";"Mme.";"Directrice";"101";"H4C1S8";"4976, rue Notre-Dame Ouest";"6";"45.482";"-73.583";"0";"Oui";"Oui";
"821437";"Centre sectoriel des plastiques";"821000";"fpplastiques@cscotesud.qc.ca";"www.cscotesud.qc.ca/fpplastiques";"8";"Public";"Centre de formation prof.";"4187893350";"";"(418) 789-3340";"Audet";"Yoland";"M.";"Directeur d'école";"9";"G0R2Y0";"74, route Saint-Gérard";"12";"46.737";"-70.579";"STDamien-de-Buckland";"Oui";"Non";
"920090";"Centre technologique des résidus industriels";"920000";"ahcene.bourihane@cegepat.qc.ca";"ctri.qc.ca/";"32";"Public";"Centre coll de transfert tech.";"8197620931";"1240";"(819) 762-0906";"Bouafif";"Hassine";"M.";"Directeur général";"99";"J9X5E5";"425, boulevard du Collège";"8";"48.238";"-79.02";"26";"Non";"Non";
"909090";"Centre technologique en aérospatiale C.T.A.";"909000";"cta@cegepmontpetit.ca";"www.aerospatiale.org";"32";"Public";"Centre coll de transfert tech.";"4506782001";"";"(450) 678-1702";"Désilets";"Pascal";"M.";"Directeur général";"117";"J3Y8Y9";"5555, Place de la Savane";"16";"45.48";"-73.403";"STHubert";"Non";"Non";
"762371";"Centre Tétreaultville";"762000";"ctetreault@csdm.qc.ca";"www.csdm.qc.ca/tetreaultville";"16";"Public";"Centre éducation des adultes";"5145965222";"";"(514) 596-5221";"Tousignant";"Daniel  (intérim)";"M.";"Directeur";"16";"H1L1H4";"8300, rue De Teck";"6";"45.568";"-73.586";"0";"Oui";"Oui";
"762306";"Centre William-Hingston";"762000";"c-whingston@csdm.qc.ca";"www.csdm.qc.ca/william-hingston/";"16";"Public";"Centre éducation des adultes";"5145964700";"";"(514) 596-4701";"Dupont";"Jean";"M.";"Directeur";"61";"H3N1K2";"419, rue Saint-Roch 2e étage";"6";"45.527";"-73.621";"0";"Oui";"Oui";
"762389";"Centre Yves-Thériault";"762000";"ytheriault@csdm.qc.ca";"www.csdm.qc.ca/yves-theriault/";"16";"Public";"Centre éducation des adultes";"5145967110";"";"(514) 596-7429";"19";"4";"Mme.";"Directrice";"122";"H2A1H1";"3925, rue Villeray";"6";"45.566";"-73.6";"0";"Oui";"Oui";
"936000";"Champlain Regional College";"";"dbrisson@champlaincollege.qc.ca";"www.champlaincollege.qc.ca/";"32";"Public";"Entité juridique";"8195643600";"631";"(819) 564-3639";"Robertson";"J. Kenneth";"M.";"Directeur général";"110";"J1J1S2";"1301, boul. Portland";"5";"45.398";"-71.913";"5";"Non";"Oui";
"936001";"Champlain Regional College - Campus Lennoxville";"936000";"info@crc-lennox.qc.ca";"www.crc-lennox.qc.ca/";"32";"Public";"Campus collégial";"8195643666";"";"(819) 564-5171";"Kaeser";"Paul";"M.";"Directeur";"100";"J1M2K3";"Case postale 5003";"5";"45.379";"-71.851";"5";"Non";"Oui";
"936003";"Champlain Regional College - Campus Saint-Lambert-Longueuil";"936000";"admissions@champlaincollege.qc.ca";"www.champlainonline.com";"32";"Public";"Campus collégial";"4506727360";"";"(450) 672-9299";"Shewan";"Donald T.";"M.";"Directeur";"58";"J4P3P2";"900, Riverside Drive";"16";"45.509";"-73.497";"55";"Non";"Oui";
"936002";"Champlain Regional College - Campus Saint-Lawrence";"936000";"slccegep@slc.qc.ca";"www.slc.qc.ca/";"32";"Public";"Campus collégial";"4186566921";"";"(418) 656-6925";"";"";"";"";"49";"G1V4K2";"790, avenue Nérée-Tremblay";"3";"46.791";"-71.264";"1";"Non";"Oui";
"762240";"CHSLD Marie-Rollet";"762000";"";"";"4";"Public";"École";"5147295581";"";"(514) 593-5568";"Dionne";"29";"M.";"Directeur";"97";"H1T1N6";"5003, rue Saint-Zotique Est";"6";"45.573";"-73.557";"0";"Oui";"Non";
"907031";"Cintech agroalimentaire";"907003";"fnaim@cintech.ca";"www.cintech.ca/";"32";"Public";"Centre coll de transfert tech.";"4507714393";"";"(450) 771-0832";"Naim";"Fadia";"Mme.";"Directrice générale";"102";"J2S2M2";"3224, rue Sicotte";"16";"45.623";"-72.957";"18";"Non";"Non";
"887250";"Cité des Prairies";"887000";"citedprairies@emsb.qc.ca";"";"4";"Public";"École";"5148814351";"0306";"(514) 881-4359";"Schembri";"Giuseppe";"M.";"Directeur";"55";"H1C1S4";"12165, boul. Saint-Jean Baptiste";"6";"45.663";"-73.556";"0";"Non";"Oui";
"785003";"Cité étudiante Polyno";"785000";"polyno@csdla.qc.ca";"";"4";"Public";"École";"8193335411";"2373";"(819) 333-6269";"3";"Gilles";"M.";"Directeur d'école";"1";"J9Z2A2";"500, rue Principale";"8";"48.81";"-79.2";"La Sarre";"Oui";"Non";
"749547";"Collège André-Grasset (1973) inc.";"";"info@grasset.qc.ca";"www.grasset.qc.ca";"32";"Privé";"Collège privé";"5143814293";"";"(514) 381-7421";"Héroux";"Gilbert";"M.";"Directeur général";"29";"H2M1M3";"1001, boul. Crémazie Est";"6";"45.552";"-73.631";"0";"Oui";"Non";
"749720";"Collège April-Fortier inc.";"";"helene@april-fortier.com";"www.april-fortier.com";"32";"Privé";"Collège privé";"5148781414";"";"(514) 521-5298";"Fortier";"Normand";"M.";"Président";"106";"H2L1N3";"1001, rue Sherbrooke Est, bureau 350";"6";"45.515";"-73.556";"0";"Oui";"Non";
"748720";"Collège April-Fortier (sect. anglophone)";"749720";"helene@april-fortier.com";"www.april-fortier.com";"32";"Privé";"Installation du collège privé";"5148781414";"";"(514) 521-5298";"Garneau-Godbout";"14";"Mme.";"Directrice des études";"106";"H2L1N3";"1001, rue Sherbrooke Est, bureau 350";"6";"45.515";"-73.556";"0";"Non";"Oui";
"669537";"Collège Bart (1975)";"";"info@bart.qc.ca";"www.bart.qc.ca";"32";"Privé";"Collège privé";"4185223906";"";"(418) 522-5456";"Bellerose";"25";"M.";"Directeur général";"113";"G1R1A2";"751, côte d'Abraham";"3";"46.812";"-71.214";"1";"Oui";"Non";
"056501";"Collège Beaubois";"056500";"info@collegebeaubois.qc.ca";"www.collegebeaubois.qc.ca/";"7";"Privé";"Installation";"5146847642";"";"(514) 684-3011";"Talon";"15";"Mme.";"Directrice générale";"95";"H8Y3T4";"4901, rue du Collège-Beaubois";"6";"45.507";"-73.79";"0";"Oui";"Non";
"606501";"Collège Boisbriand";"606500";"mbigras@collegeboisbriand.qc.ca";"www.collegeboisbriand.qc.ca";"6";"Privé";"Installation";"4504370009";"";"(450) 437-1131";"Bigras";"Mario";"M.";"Directeur général";"40";"J7H0A4";"4747, rue Ambroise-Lafortune";"15";"45.621";"-73.871";"34";"Oui";"Non";
"057501";"Collège Bourget";"057500";"secretar@collegebourget.qc.ca";"";"7";"Privé";"Installation";"4504510815";"339";"(450) 451-4171";"St-Jacques";"Jean-Marc";"M.";"Directeur général";"111";"J0P1P0";"65, rue Saint-Pierre";"16";"45.436";"-74.252";"Rigaud";"Oui";"Non";
"693550";"Collège Canada inc.";"";"info@collegecanada.com";"www.collegecanada.com";"32";"Privé";"Collège privé";"5148686262";"";"(514) 868-0869";"Shanbedi";"Cyrus";"M.";"Directeur général";"124";"H3B1H5";"1118, rue Sainte-Catherine Ouest Bureau 403";"6";"45.515";"-73.554";"0";"Oui";"Non";
"528502";"Collège CDI Administration. Technologie. Santé, Campus de Laval";"528500";"mohamed.slimani@collegecdi.ca";"www.collegecdi.ca";"8";"Privé";"Installation";"4506629090";"";"(450) 662-0741";"Slimani";"Mohamed";"M.";"Directeur";"62";"H7N1A2";"3, place Laval bureau 400";"13";"45.564";"-73.725";"2";"Oui";"Oui";
"528501";"Collège CDI Administration. Technologie. Santé, Campus de Montréal";"528500";"ann.circelli@collegecdi.ca";"www.collegecdi.ca";"8";"Privé";"Installation";"5148491234";"";"(514) 849-9034";"Circelli";"Ann";"Mme.";"Directrice ";"124";"H3A1L2";"416, boulevard De Maisonneuve Ouest suite 700";"6";"45.519";"-73.557";"0";"Oui";"Oui";
"528503";"Collège CDI Administration. Technologie. Santé, Campus de Québec";"528500";"jocelyn.bernard@collegecdi.ca";"www.collegecdi.ca";"8";"Privé";"Installation";"4186940211";"";"(418) 694-9082";"Bernard";"Jocelyn";"M.";"Directeur";"113";"G1R5M6";"905, avenue Honoré-Mercier";"3";"46.812";"-71.214";"1";"Oui";"Oui";
"749747";"Collège CDI Administration . Technologie . Santé/CDI College Business. Technology . Health Care";"";"ann.circelli@collegecdi.ca";"www.collegecdi.ca";"32";"Privé";"Collège privé";"5148491234";"";"(514) 849-9034";"Gascon";"23";"M.";"Directeur général";"124";"H3A1L2";"416, boul. de Maisonneuve O. bureau 700";"6";"45.519";"-73.557";"0";"Oui";"Non";
"691581";"Collège CDI Administration . Technologie . Santé/CDI College Business . Technology . Health Care - Anjou";"749747";"ann.circelli@collegecdi.ca";"www.collegecdi.ca";"32";"Privé";"Installation du collège privé";"5148491234";"";"(514) 849-9034";"Circelli";"Ann";"Mme.";"";"3";"H1M3M2";"416, boul. de Maisonneuve bureau 700";"6";"45.595";"-73.557";"0";"Non";"Oui";
"691582";"Collège CDI Administration . Technologie . Santé/CDI College Business . Technology . Health Care - Anjou";"749747";"ann.circellil@collegwecdi.ca";"www.collegecdi.ca";"32";"Privé";"Étab. d'enseig. collège privé";"5148491234";"";"(514) 849-9034";"";"";"";"";"3";"H1M3M2";"7400, boulevard des Galeries d'Anjou Bureau 130";"6";"45.595";"-73.557";"0";"Oui";"Non";
"389551";"Collège CDI Administration . Technologie . Santé/CDI College Business . Technology . Health Care - Laval";"749747";"mohamed.slimani@collegecdi.ca";"www.cdicollege.ca";"32";"Privé";"Étab. d'enseig. collège privé";"4506629090";"";"(450) 662-0741";"Slimani";"Mohamed";"M.";"Directeur";"62";"H7N1A2";"3, Place Laval, bureau 400";"13";"45.564";"-73.725";"2";"Oui";"Non";
"388551";"Collège CDI Administration . Technologie . Santé/CDI College Business . Technology . Health Care - Laval (sect. anglo.)";"749747";"mohamed.slimani@eminata.com";"www.cdicollege.ca";"32";"Privé";"Installation du collège privé";"4506629090";"";"(450) 662-0741";"Slimani";"Mohamed";"M.";"Directeur";"62";"H7N1A2";"3, Place Laval, bureau 400";"13";"45.564";"-73.725";"2";"Non";"Oui";
"290504";"Collège CDI Administration . Technologie . Santé/CDI College Business . Technology . Health Care - Longueuil";"749747";"michelle.minville@collegecdi.ca";"www.cdicollege.com/";"32";"Privé";"Étab. d'enseig. collège privé";"4506740097";"";"(450) 674-7276";"Minville";"Michelle";"Mme.";"Directrice du Collège CDI-Campus Longueuil";"68";"J4K5G4";"1111, rue Saint-Charles O, bureau 120";"16";"45.518";"-73.499";"4";"Oui";"Non";
"691580";"Collège CDI Administration . Technologie . Santé/CDI College Business . Technology . Health Care - Pointe-Claire";"749747";"martin.crevier@collegecdi.ca";"www.cdicollege.com/";"32";"Privé";"Étab. d'enseig. collège privé";"5147820539";"";"(514) 782-0578";"Crevier";"23";"M.";"";"46";"H9R5M7";"1000, boul. St-Jean";"6";"45.454";"-73.837";"52";"Oui";"Non";
"691583";"Collège CDI Administration . Technologie . Santé/CDI College Business . Technology . Health Care - Pointe-Claire";"749747";"martin.crevier@collegecdi.ca";"www.cdicollege.com";"32";"Privé";"Installation du collège privé";"5147820539";"";"(514) 782-0578";"";"";"";"";"46";"H3R5M7";"315, boul. Brunswick, bureau 34";"6";"45.518";"-73.655";"52";"Non";"Oui";
"669639";"Collège CDI Administration . Technologie . Santé/CDI College Business . Technology . Health Care - Québec";"749747";"jocelyn.bernard@collegecdi.ca";"www.cdicollege.ca";"32";"Privé";"Étab. d'enseig. collège privé";"4186940211";"";"(418) 694-9082";"Bernard";"Jocelyn";"M.";"Directeur";"113";"G1R5M6";"905, avenue Honoré-Mercier, bureau 20";"3";"46.812";"-71.214";"1";"Oui";"Non";
"747747";"Collège CDI Administration . Technologie . Santé/CDI College Business. Technology . Health Care (sect. anglophone)";"749747";"ann.circelli@eminata.com";"www.collegecdi.ca";"32";"Privé";"Installation du collège privé";"5148491234";"";"(514) 849-9034";"Circelli";"Ann";"Mme.";"Directrice";"124";"H3A1L2";"416, boulevard de Maisonneuve Ouest Bureau 700";"6";"45.519";"-73.557";"0";"Non";"Oui";
