"Code d'organisme";"Nom courant";"Nom d'organisme officiel";"Code organisme responsable";"Nom d'organisme responsable";"Adresse de courrier electronique";"Adresse de site WEB";"Direction régionale";"Région administrative";"Ordre d'appartenance";"Réseau d'enseignement";"Type d'organisme";"Numéro de téléphone";"Numéro de poste téléphone";"Numéro de télécopieur";"Numéro - nom de rue et casier postal de l'adresse géographique";"Municipalité de l'adresse géographique";"Province de l'adresse géographique";"Code postal de l'adresse géographique";"Numéro - nom de rue et casier postal de l'adresse postale";"Municipalité de l'adresse postale";"Province de l'adresse postale";"Code postal de l'adresse postale";"Circonscription électorale provinciale";"Code de municipalité ISQ";"Fonction";"Titre de l'intervenant";"Titre court";"Appellation";"Nom du directeur";"Prénom du directeur";"Préscolaire";"Primaire";"Secondaire";"Éducation des adultes";"Formation professionnelle";"Collégial";"Universitaire";"Français";"Anglais";"Autres";
"813303";"CEA l'Odyssée";"Centre d'éducation des adultes l'Odyssée";"813000";"CS René-Lévesque";"centre.paspebiac@csrl.net";"http://www.csrl.qc.ca";"Bas-St-Laurent Gasp. Île-Mad.";"Gaspésie--Îles-de-la-Madeleine";"Éducation des adultes";"Public";"Centre éducation des adultes";"(418) 752-2776";"7200";"(418) 752-6934";"501, rue Saint-Pie-X";"Paspébiac";"Québec";"G0C 2K0";"501, rue Saint-Pie-X";"Paspébiac";"Québec";"G0C 2K0";"Bonaventure";"05032";"Directeur";"Directeur de centre";"Directeur";"M.";"Sirois";"Rejean";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"689304";"CEA Marie-Sarah";"Centre d'éducation des adultes Marie-Sarah";"689000";"CS du Littoral";"";"";"Côte-Nord";"Côte-Nord";"Éducation des adultes";"Public";"Centre éducation des adultes";"(418) 461-2745";"";"(418) 461-2748";"La Romaine";"Côte-Nord-du-Golfe-du-Saint-Laurent";"Québec";"G0G 1M0";"La Romaine";"Côte-Nord-du-Golfe-du-Saint-Laurent";"Québec";"G0G 1M0";"Duplessis";"98015";"Directeur";"Directeur des centres d'éducation aux adultes";"";"M.";"Joncas";"Vincent";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"887333";"CEA Marymount";"Centre d'éducation des adultes Marymount";"887000";"CS English-Montréal";"marymountadult@emsb.qc.ca";"";"Montréal";"Montréal";"Éducation des adultes";"Public";"Centre éducation des adultes";"(514) 488-8203";"";"(514) 488-8458";"5785, avenue Parkhaven";"Côte-Saint-Luc";"Québec";"H4W 1X8";"5785, avenue Parkhaven";"Côte-Saint-Luc";"Québec";"H4W 1X8";"D'Arcy-McGee";"66058";"Directeur";"Directeur";"";"M.";"Monfette";"Jacques";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"689308";"CEA Mecatina";"Centre d'éducation des adultes Mecatina";"689000";"CS du Littoral";"";"";"Côte-Nord";"Côte-Nord";"Éducation des adultes";"Public";"Centre éducation des adultes";"(418) 461-2745";"";"(418) 461-2748";"La Tabatière";"Gros-Mécatina";"Québec";"G0G 1T0";"La Tabatière";"Gros-Mécatina";"Québec";"G0G 1T0";"Duplessis";"98014";"Directeur";"Directeur des centres d'éducation aux adultes";"";"M.";"Joncas";"Vincent";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"823361";"CEA Mgr-Beaudoin-Les Sources";"Centre d'éducation des adultes Monseigneur-Beaudoin-Les Sources";"823000";"CS de la Beauce-Etchemin";"eabeaudoin@csbe.qc.ca";"http://www.csbe.qc.ca";"Capit.-Nation. et Chaud.-App.";"Chaudière-Appalaches";"Éducation des adultes";"Public";"Centre éducation des adultes";"(418) 228-5541";"6300";"(418) 226-2460";"1600, 1re Avenue Ouest";"Saint-Georges";"Québec";"G5Y 3N3";"1600, 1re Avenue Ouest";"Saint-Georges";"Québec";"G5Y 3N3";"Beauce-Sud";"29073";"Directeur";"Directeur";"Directeur";"M.";"Bergeron";"Mario";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"689316";"CEA Monseigneur-Scheffer";"Centre d'éducation des adultes Monseigneur-Scheffer";"689000";"CS du Littoral";"scheffer@csdulittoral.qc.ca";"";"Côte-Nord";"Côte-Nord";"Éducation des adultes";"Public";"Centre éducation des adultes";"(418) 461-2745";"";"(418) 461-2748";"Lourdes-de-Blanc-Sablon";"Blanc-Sablon";"Québec";"G0G 1W0";"Lourdes-de-Blanc-Sablon";"Blanc-Sablon";"Québec";"G0G 1W0";"Duplessis";"98005";"Directeur";"Directeur des centres d'éducation aux adultes";"";"M.";"Joncas";"Vincent";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"689310";"CEA Mountain Ridge";"Centre d'éducation des adultes Mountain Ridge";"689000";"CS du Littoral";"";"";"Côte-Nord";"Côte-Nord";"Éducation des adultes";"Public";"Centre éducation des adultes";"(418) 461-2745";"";"(418) 461-2748";"Old Fort Bay";"Bonne-Espérance";"Québec";"G0G 2G0";"Old Fort Bay";"Bonne-Espérance";"Québec";"G0G 2G0";"Duplessis";"98010";"Directeur";"Directeur des centres d'éducation aux adultes";"";"M.";"Joncas";"Vincent";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"689319";"CEA Netagamiou";"Centre d'éducation des adultes Netagamiou";"689000";"CS du Littoral";"";"";"Côte-Nord";"Côte-Nord";"Éducation des adultes";"Public";"Centre éducation des adultes";"(418) 461-2745";"";"(418) 461-2748";"Chevery";"Côte-Nord-du-Golfe-du-Saint-Laurent";"Québec";"G0G 1G0";"Chevery";"Côte-Nord-du-Golfe-du-Saint-Laurent";"Québec";"G0G 1G0";"Duplessis";"98015";"Directeur";"Directeur des centres d'éducation aux adultes";"";"M.";"Joncas";"Vincent";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"882390";"CEA Northen Lights";"Centre d'éducation des adultes Northern Lights";"882000";"CS Eastern Shores";"chantal.pitt@essb.qc.ca";"";"Bas-St-Laurent Gasp. Île-Mad.";"Côte-Nord";"Éducation des adultes";"Public";"Centre éducation des adultes";"(418) 968-8412";"";"(418) 962-9601";"530, avenue Brochu";"Sept-Îles";"Québec";"G4R 2X3";"530, avenue Brochu";"Sept-Îles";"Québec";"G4R 2X3";"Duplessis";"97007";"Directeur";"";"Agent d'Administration";"Mme.";"Pitt";"Chantal";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"763310";"CEA Outremont";"Centre d'éducation des adultes Outremont";"763000";"CS Marguerite-Bourgeoys";"direction.cea.outremont@csmb.qc.ca";"";"Montréal";"Montréal";"Éducation des adultes";"Public";"Centre éducation des adultes";"(514) 273-3353";"";"(514) 273-0380";"500, boulevard Dollard";"Montréal";"Québec";"H2V 3G2";"500, boulevard Dollard";"Montréal";"Québec";"H2V 3G2";"Outremont";"66023";"Directeur";"Directeur";"Directeur";"M.";"St-Onge";"Paul";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"861300";"Centre d'éducation des adultes";"Centre d'éducation des adultes Pierre-De Saurel";"861000";"CS de Sorel-Tracy";"";"";"Montérégie";"Montérégie";"Éducation des adultes";"Public";"Centre éducation des adultes";"(450) 743-1285";"";"(450) 743-2307";"2725, boulevard De Tracy";"Sorel-Tracy";"Québec";"J3R 1C2";"2725, boulevard De Tracy";"Sorel-Tracy";"Québec";"J3R 1C2";"Richelieu";"53052";"Directeur";"Directrice  Centre éduc.  adultes, Centre form.profess. et Centre Bernard-Gariépy";"Directrice";"Mme.";"Rousseau";"Céline";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"759301";"Adult Education Chisasibi";"Centre d'éducation des adultes Sabtuan (Chisasibi - Coastal)";"759000";"CS Crie";"";"";"DCR";"Nord-du-Québec";"Éducation des adultes";"Public";"Centre éducation des adultes";"(819) 855-2230";"";"(819) 855-2519";"11, rue Maamuu";"Chisasibi";"Québec";"J0M 1E0";"11, rue Maamuu";"Chisasibi";"Québec";"J0M 1E0";"Ungava";"99055";"Directeur";"Directeur de l'éducation aux jeunes";"Directeur";"Mme.";"Quinn";"Kimberly";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Oui";
"759303";"Adult Education Mistissini";"Centre d'éducation des adultes Sabtuan (Mistissini - Inland)";"759000";"CS Crie";"";"";"DCR";"Nord-du-Québec";"Formation professionnelle, éducation des adultes";"Public";"Centre éducation des adultes";"(418) 923-3347";"";"(418) 923-2270";"232, boulevard Mistissini";"Mistissini";"Québec";"G0W 1C0";"232, boulevard Mistissini";"Mistissini";"Québec";"G0W 1C0";"Ungava";"99030";"Directeur";"Directeur de l'éducation aux adultes";"Directeur";"M.";"Desjardins";"Pierre";"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";"Oui";"Oui";"Oui";
"689312";"CEA Saint-Augustine";"Centre d'éducation des adultes Saint-Augustine";"689000";"CS du Littoral";"";"";"Côte-Nord";"Côte-Nord";"Éducation des adultes";"Public";"Centre éducation des adultes";"(418) 461-2745";"";"(418) 461-2748";"Rivière Saint-Augustin";"Saint-Augustin";"Québec";"G0G 2R0";"Rivière Saint-Augustin";"Saint-Augustin";"Québec";"G0G 2R0";"Duplessis";"98012";"Directeur";"Directeur des centres d'éducation aux adultes";"";"M.";"Joncas";"Vincent";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"689311";"Centre éducatif Saint-Bernard";"Centre d'éducation des adultes Saint-Bernard";"689000";"CS du Littoral";"st-bernard@csdulittoral.qc.ca";"www.csdulittoral.qc.ca";"Côte-Nord";"Côte-Nord";"Éducation des adultes";"Public";"Centre éducation des adultes";"(418) 461-2745";"";"(418) 461-2748";"C.P. 38 Lourdes-de-Blanc-Sablon";"Blanc-Sablon";"Québec";"G0G 1W0";"C.P. 38 Lourdes-de-Blanc-Sablon";"Blanc-Sablon";"Québec";"G0G 1W0";"Duplessis";"98005";"Directeur";"Directeur des centres d'éducation aux adultes";"";"M.";"Joncas";"Vincent";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"873301";"Centre Sainte-Thérèse";"Centre d'éducation des adultes Sainte-Thérèse";"873000";"CS des Chênes";"direction.stetherese@csdeschenes.qc.ca";"http://www.csdeschenes.qc.ca/";"Mauricie Centre-du-Québec";"Centre-du-Québec";"Éducation des adultes";"Public";"Centre éducation des adultes";"(819) 474-0721";"";"(819) 474-0812";"623, rue des Écoles";"Drummondville";"Québec";"J2B 1J6";"623, rue des Écoles";"Drummondville";"Québec";"J2B 1J6";"Drummond--Bois-Francs";"49058";"Directeur";"Directeur";"Directeur";"M.";"Hébert";"Yves";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"689317";"CEA Saint-Joseph";"Centre d'éducation des adultes Saint-Joseph";"689000";"CS du Littoral";"";"";"Côte-Nord";"Côte-Nord";"Éducation des adultes";"Public";"Centre éducation des adultes";"(418) 461-2745";"";"(418) 461-2748";"Port-Menier";"L'Île-d'Anticosti";"Québec";"G0G 2Y0";"Port-Menier";"L'Île-d'Anticosti";"Québec";"G0G 2Y0";"Duplessis";"98020";"Directeur";"Directeur des centres d'éducation aux adultes";"";"M.";"Joncas";"Vincent";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"887334";"CEA Saint-Laurent";"Centre d'éducation des adultes Saint-Laurent";"887000";"CS English-Montréal";"stlaurent.ad.cent@emsb.qc.ca";"";"Montréal";"Montréal";"Éducation des adultes";"Public";"Centre éducation des adultes";"(514) 337-3856";"";"(514) 337-8570";"2405, Place Lafortune Ouest";"Saint-Laurent";"Québec";"H4M 1C2";"2405, Place Lafortune Ouest";"Saint-Laurent";"Québec";"H4M 1C2";"Saint-Laurent";"66075";"Directeur";"Principal";"Mrs.";"Mme.";"Barassi";"Marysa";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"689313";"CEA Saint-Lawrence";"Centre d'éducation des adultes Saint-Lawrence";"689000";"CS du Littoral";"";"";"Côte-Nord";"Côte-Nord";"Éducation des adultes";"Public";"Centre éducation des adultes";"(418) 461-2745";"";"(418) 461-2748";"Mutton Bay";"Gros-Mécatina";"Québec";"G0G 2C0";"Mutton Bay";"Gros-Mécatina";"Québec";"G0G 2C0";"Duplessis";"98014";"Directeur";"Directeur des centres d'éducation aux adultes";"";"M.";"Joncas";"Vincent";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"689314";"CEA Saint-Paul";"Centre d'éducation des adultes Saint-Paul";"689000";"CS du Littoral";"";"";"Côte-Nord";"Côte-Nord";"Éducation des adultes";"Public";"Centre éducation des adultes";"(418) 461-2745";"";"(418) 461-2748";"Rivière Saint-Paul";"Bonne-Espérance";"Québec";"G0G 2P0";"Rivière Saint-Paul";"Bonne-Espérance";"Québec";"G0G 2P0";"Duplessis";"98010";"Directeur";"Directeur des centres d'éducation aux adultes";"";"M.";"Joncas";"Vincent";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"887335";"CEA Saint-Pius X";"Centre d'éducation des adultes Saint-Pius X";"887000";"CS English-Montréal";"stpius@emsb.qc.ca";"";"Montréal";"Montréal";"Éducation des adultes";"Public";"Centre éducation des adultes";"(514) 381-5440";"";"(514) 381-1124";"9955, rue Papineau";"Montréal";"Québec";"H2B 1Z9";"9955, rue Papineau";"Montréal";"Québec";"H2B 1Z9";"Crémazie";"66023";"Directeur";"Directrice";"";"Mme.";"Sideropoulos";"Alice";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"689315";"CEA Saint-Theresa";"Centre d'éducation des adultes Saint-Theresa";"689000";"CS du Littoral";"";"";"Côte-Nord";"Côte-Nord";"Éducation des adultes";"Public";"Centre éducation des adultes";"(418) 461-2745";"";"(418) 461-2748";"Blanc-Sablon";"Blanc-Sablon";"Québec";"G0G 1C0";"Blanc-Sablon";"Blanc-Sablon";"Québec";"G0G 1C0";"Duplessis";"98005";"Directeur";"Directeur des centres d'éducation aux adultes";"";"M.";"Joncas";"Vincent";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"872040";"Centre d'éduc. préscol. La Samare";"Centre d'éducation préscolaire La Samare";"872000";"CS des Bois-Francs";"lasamare@csbf.qc.ca";"http://www.csbf.qc.ca/ecoles/s01_ecole040.asp?ecoleID=21";"Mauricie Centre-du-Québec";"Centre-du-Québec";"Préscolaire";"Public";"École";"(819) 362-3226";"";"(819) 362-8191";"1159, rue Saint-Jean";"Plessisville";"Québec";"G6L 1E1";"1159, rue Saint-Jean";"Plessisville";"Québec";"G6L 1E1";"Arthabaska";"32045";"Directeur";"Directrice";"";"Mme.";"Béliveau";"Danielle";"Oui";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"882402";"CFP de Listuguj";"Centre d'éducation professionnelle de Listuguj";"882000";"CS Eastern Shores";"owen.mailloux@essb.qc.ca";"";"Bas-St-Laurent Gasp. Île-Mad.";"Gaspésie--Îles-de-la-Madeleine";"Formation professionnelle";"Public";"Centre de formation prof.";"(418) 788-5668";"";"(418) 788-5602";"2 Pacific Drive";"Listuguj";"Québec";"G0C 2R0";"78, Interprovinciale";"Pointe-à-la-Croix";"Québec";"G0C 2R0";"Bonaventure";"06804";"Directeur";"";"Adult & Vocational Coordinator";"M.";"Mailloux";"Owen";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Non";
"882404";"CFP de New Richmond";"Centre d'éducation professionnelle de New Richmond";"882000";"CS Eastern Shores";"marjorie.woodman@essb.qc.ca";"";"Bas-St-Laurent Gasp. Île-Mad.";"Gaspésie--Îles-de-la-Madeleine";"Formation professionnelle";"Public";"Centre de formation prof.";"(418) 392-4441";"";"(418) 392-5754";"163, boulevard Perron Ouest";"New Richmond";"Québec";"G0C 2B0";"163, boulevard Perron Ouest";"New Richmond";"Québec";"G0C 2B0";"Bonaventure";"05070";"Directeur";"";"Adult & Vocational Coordinator";"M.";"Mailloux";"Owen";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Non";
"883399";"Formation à Distance";"Centre de Formation à Distance";"883000";"CS Eastern Townships";"perkinsc@etsb.qc.ca";"http://www.distanceeducation-etsb.com/";"Estrie";"Montérégie";"Éducation des adultes";"Public";"Centre éducation des adultes";"(450) 361-9397";"";"(450) 361-8648";"50-A rue Lorne (Mountain Street Entrance)";"Granby";"Québec";"J2G 4W2";"50-A rue Lorne (Mountain Street Entrance)";"Granby";"Québec";"J2G 4W2";"Granby";"47017";"Directeur";"Directrice";"";"Mme.";"Brault";"Linda";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"821416";"Centre de formation agricole";"Centre de formation agricole";"821000";"CS de la Côte-du-Sud";"cfa@cscotesud.qc.ca";"www.cscotesud.qc.ca/section/etablissement/cfp/416_cfa.html";"Capit.-Nation. et Chaud.-App.";"Chaudière-Appalaches";"Formation professionnelle";"Public";"Centre de formation prof.";"(418) 885-4517";"";"(418) 885-4603";"819, route Bégin";"Saint-Anselme";"Québec";"G0R 2N0";"819, route Bégin";"Saint-Anselme";"Québec";"G0R 2N0";"Bellechasse";"19062";"Directeur";"Directeur d'école";"Directeur";"M.";"Audet";"Yoland";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";"Non";"Non";
"851407";"Centre agricole de Mirabel";"Centre de formation agricole de Mirabel";"851000";"CS de la Seigneurie-des-Mille-Îles";"";"http://www.cssmi.qc.ca/etablissements/cfa_de_mirabel/";"Laval Laurentides Lanaudière";"Laurentides";"Formation professionnelle";"Public";"Centre de formation prof.";"(450) 434-8150";"";"(450) 258-4197";"9850, rue de Belle-Rivière";"Mirabel";"Québec";"J7N 2X8";"9850, rue de Belle-Rivière";"Mirabel";"Québec";"J7N 2X8";"Mirabel";"74005";"Directeur";"";"";"M.";"Cadieux";"Claude";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";"Non";"Non";
"888305";"Centre formation aux adultes des Sources";"Centre de formation aux adultes des Sources";"888000";"CS Lester-B.-Pearson";"";"";"Montréal";"Montréal";"Éducation des adultes";"Public";"Centre éducation des adultes";"(514) 798-8798";"";"(514) 421-0627";"5080, boulevard des Sources Pierrefonds";"Montréal";"Québec";"H8Y 3E4";"5080, boulevard des Sources Pierrefonds";"Montréal";"Québec";"H8Y 3E4";"Nelligan";"66023";"Directeur";"Directride de Centre";"Directrice";"Mme.";"Root";"Ardis";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";
"867321";"Cent. de form. Compétence-de-la-Rive-Sud";"Centre de formation Compétence-de-la-Rive-Sud (FGA)";"867000";"CS des Grandes-Seigneuries";"competencers@csdgs.qc.ca";"http://www.competence-rs.com/";"Montérégie";"Montérégie";"Éducation des adultes";"Public";"Centre éducation des adultes";"(514) 380-8899";"4851";"(450) 659-2315";"399, rue Conrad-Pelletier";"La Prairie";"Québec";"J5R 4V1";"399, rue Conrad-Pelletier";"La Prairie";"Québec";"J5R 4V1";"La Prairie";"67015";"Directeur";"Directeur";"Directeur";"M.";"Lussier";"Daniel";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"867420";"Cent. de form. Compétence-de-la-Rive-Sud";"Centre de formation Compétence-de-la-Rive-Sud (FP)";"867000";"CS des Grandes-Seigneuries";"competencers@csdgs.qc.ca";"http://www.competence-rs.com/";"Montérégie";"Montérégie";"Formation professionnelle";"Public";"Centre de formation prof.";"(514) 380-8899";"4851";"(450) 659-2315";"399, rue Conrad-Pelletier";"La Prairie";"Québec";"J5R 4V1";"399, rue Conrad-Pelletier";"La Prairie";"Québec";"J5R 4V1";"La Prairie";"67015";"Directeur";"";"Directeur";"M.";"Lussier";"Daniel";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";"Non";"Non";
"831410";"CFP Compétences-2000";"Centre de formation Compétences-2000";"831000";"CS de Laval";"cfc2000@cslaval.qc.ca";"http://www.cslaval.qc.ca/Competences2000/";"Laval Laurentides Lanaudière";"Laval";"Formation professionnelle";"Public";"Centre de formation prof.";"(450) 662-7000";"2000";"(450) 662-5747";"777, avenue de Bois-de-Boulogne";"Laval";"Québec";"H7N 4G1";"777, avenue de Bois-de-Boulogne";"Laval";"Québec";"H7N 4G1";"Laval-des-Rapides";"65005";"Directeur";"Directeur";"Directeur";"M.";"Girard";"Daniel";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";"Non";"Non";
"851306";"Centre form. cont. Patriotes";"Centre de formation continue des Patriotes";"851000";"CS de la Seigneurie-des-Mille-Îles";"";"";"Laval Laurentides Lanaudière";"Laurentides";"Éducation des adultes";"Public";"Centre éducation des adultes";"(450) 491-4488";"";"(450) 472-6056";"350, boulevard Arthur-Sauvé";"Saint-Eustache";"Québec";"J7R 4L1";"350, boulevard Arthur-Sauvé";"Saint-Eustache";"Québec";"J7R 4L1";"Deux-Montagnes";"72005";"Directeur";"Directeur de centre";"Directeur";"M.";"Galli";"Richard";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"886461";"CFP Val-d'Or";"Centre de formation continue de Val d'Or";"886000";"CS Western Québec";"aevaldor@wqsb.qc.ca";"";"Outaouais";"Abitibi-Témiscamingue";"Formation professionnelle";"Public";"Centre de formation prof.";"(819) 825-4135";"";"(819) 825-2136";"799, 1e Avenue";"Val-d'Or";"Québec";"J9P 3P8";"799, 1e Avenue";"Val-d'Or";"Québec";"J9P 3P8";"Abitibi-Est";"89008";"Directeur";"";"";"Mme.";"Stephens";"Debra";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Non";
"886361";"CEA Val-d'Or";"Centre de formation continue de Val-d'Or";"886000";"CS Western Québec";"aevaldor@wqsb.qc.ca";"";"Outaouais";"Abitibi-Témiscamingue";"Éducation des adultes";"Public";"Centre éducation des adultes";"(819) 825-4135";"";"(819) 825-2135";"799, 1e Avenue";"Val-d'Or";"Québec";"J9P 3P8";"799, 1e Avenue";"Val-d'Or";"Québec";"J9P 3P8";"Abitibi-Est";"89008";"Directeur";"";"";"Mme.";"Stephens";"Debra";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"886431";"Centre de formation continue Pontiac";"Centre de formation continue Pontiac";"886000";"CS Western Québec";"aepontiac@wqsb.qc.ca";"http://www.wqsb.qc.ca/aepontiac/";"Outaouais";"Outaouais";"Formation professionnelle";"Public";"Centre de formation prof.";"(819) 647-5605";"";"(819) 647-5265";"89 Centre, Boîte 1500";"Shawville";"Québec";"J0X 2Y0";"89 Centre, Boîte 1500";"Shawville";"Québec";"J0X 2Y0";"Pontiac";"84010";"Directeur";"";"";"Mme.";"Stephens";"Debra";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Non";
"886331";"Centre de Formation Continue Pontiac";"Centre de Formation Continue Pontiac";"886000";"CS Western Québec";"aepontiac@wqsb.qc.ca";"http://www.wqsb.qc.ca/aepontiac/";"Outaouais";"Outaouais";"Éducation des adultes";"Public";"Centre éducation des adultes";"(819) 648-5197";"";"(819) 647-5265";"89 rue Centre Boîte 1500";"Shawville";"Québec";"J0X 2Y0";"89 rue Centre Boîte 1500";"Shawville";"Québec";"J0X 2Y0";"Pontiac";"84010";"Directeur";"";"";"Mme.";"Stephens";"Debra";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"712335";"CFRN-Éducation des adultes";"Centre de formation de Rimouski-Neigette-Éducation des adultes";"712000";"CS des Phares";"cfrn_vg@csphares.qc.ca";"www.cfrn-edu.qc.ca";"Bas-St-Laurent Gasp. Île-Mad.";"Bas-Saint-Laurent";"Éducation des adultes";"Public";"Centre éducation des adultes";"(418) 722-4922";"1200";"(418) 724-0392";"424, avenue Ross";"Rimouski";"Québec";"G5L 7P3";"424, avenue Ross Case postale 3424";"Rimouski";"Québec";"G5L 7P3";"Rimouski";"10043";"Directeur";"Directeur d'école";"Directeur d'école";"M.";"Michaud";"Jocelyn";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";
"712442";"CFRN-Formation professionnelle";"Centre de formation de Rimouski-Neigette-Formation professionnelle jeunes et adultes";"712000";"CS des Phares";"mmorissette@csphares.qc.ca";"http://www.cfrn-edu.qc.ca/";"Bas-St-Laurent Gasp. Île-Mad.";"Bas-Saint-Laurent";"Formation professionnelle";"Public";"Centre de formation prof.";"(418) 722-4922";"1230";"(418) 724-0392";"424, avenue Ross Case postale 3424";"Rimouski";"Québec";"G5L 7P3";"424, avenue Ross Case postale 3424";"Rimouski";"Québec";"G5L 7P3";"Rimouski";"10043";"Directeur";"Directeur de centre";"Directeur de centre";"M.";"Michaud";"Bertrand";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";"Non";"Non";
